"pnr","sex","birth_date","death_date","emigration_date"
"41244",0,1937-01-01,2011-06-08,
"41245",0,1939-07-30,2012-11-18,
"41246",0,1945-04-07,2016-12-26,
"41247",0,1931-12-06,1997-08-27,
"41248",1,1960-11-21,,
"41249",0,1947-08-02,2013-09-06,
"41250",0,1954-06-10,2020-03-01,
"41251",1,1966-08-04,,
"41252",1,1954-07-26,,
"41253",0,1933-05-01,2007-07-17,
"41254",1,1942-12-06,2010-06-11,
"41255",0,1940-10-28,2009-08-02,
"41256",0,1952-09-18,2022-11-11,
"41257",0,1937-01-20,2007-06-03,
"41258",1,1963-11-29,,
"41259",0,1936-12-19,2007-07-15,
"41260",0,1945-12-08,2012-10-22,
"41261",0,1964-03-21,,
"41262",0,1956-04-29,,
"41263",0,1940-06-15,2010-11-03,
"41264",1,1938-03-20,2006-06-17,
"41265",0,1962-04-12,,
"41266",1,1941-02-10,2012-02-16,
"41267",0,1938-11-18,2010-04-08,
"41268",1,1940-09-02,2014-12-22,
"41269",0,1960-11-06,,
"41270",0,1946-02-16,,
"41271",1,1939-08-28,2009-07-11,
"41272",1,1945-01-01,2015-01-20,
"41273",0,1969-06-27,,
"41274",0,1938-03-25,2014-04-22,
"41275",1,1958-07-23,2021-05-28,
"41276",1,1930-06-30,1999-01-20,
"41277",1,1967-05-25,,
"41278",0,1946-09-01,2009-07-19,
"41279",1,1949-03-14,2007-04-03,
"41280",0,1936-09-15,2006-05-25,
"41281",0,1962-10-06,,
"41282",1,1958-06-30,,
"41283",0,1961-02-02,,
"41284",1,1960-02-03,,
"41285",0,1954-06-13,,2007-03-22
"41286",0,1939-11-23,2008-05-27,
"41287",0,1961-02-12,,
"41288",0,1936-06-12,2014-07-19,
"41289",1,1952-04-23,2017-06-13,
"41290",0,1964-07-05,,
"41291",0,1950-09-10,2017-01-26,
"41292",0,1940-07-23,2019-12-08,
"41293",0,1937-03-09,2007-10-27,
"41294",0,1953-10-16,2018-08-09,
"41295",1,1947-05-31,,
"41296",0,1967-08-10,,
"41297",1,1937-02-21,2002-11-14,
"41298",0,1954-12-10,2022-04-12,
"41299",1,1951-08-03,2015-03-04,
"41300",0,1957-04-12,,
"41301",0,1969-01-08,,
"41302",0,1963-01-19,,
"41303",0,1938-02-12,2011-03-17,
"41304",0,1937-03-18,2006-07-27,
"41305",0,1938-09-03,2011-11-10,
"41306",0,1956-03-01,,
"41307",0,1930-05-18,2009-09-12,
"41308",0,1964-08-05,,
"41309",0,1950-12-11,2015-04-04,
"41310",1,1950-05-20,2022-09-22,
"41311",0,1969-02-10,,
"41312",0,1947-09-30,2021-10-14,
"41313",1,1947-01-13,2022-09-23,
"41314",1,1953-05-10,,
"41315",0,1934-04-11,2012-03-03,
"41316",0,1967-12-15,,
"41317",0,1950-09-16,,
"41318",1,1939-03-10,2002-08-20,
"41319",0,1940-02-12,2014-08-22,
"41320",0,1965-02-04,,
"41321",1,1965-07-04,,
"41322",1,1933-03-16,2001-08-24,
"41323",1,1935-10-26,2007-03-12,
"41324",0,1961-08-24,,
"41325",0,1956-03-19,2022-03-08,
"41326",0,1939-05-01,2011-08-17,
"41327",1,1946-05-08,2016-09-19,
"41328",0,1959-07-23,,
"41329",0,1958-08-09,,
"41330",0,1961-07-12,,
"41331",0,1951-04-03,2017-11-21,
"41332",0,1948-04-10,,
"41333",0,1940-03-17,2018-08-26,
"41334",1,1963-05-19,,
"41335",0,1944-03-04,,
"41336",1,1950-02-01,,
"41337",1,1940-01-30,2014-12-01,
"41338",0,1937-12-24,2008-08-09,
"41339",0,1965-05-10,,
"41340",0,1959-01-27,2022-09-07,
"41341",0,1942-01-05,2017-09-01,
"41342",0,1966-08-22,,
"41343",1,1940-03-05,2013-06-16,
"41344",0,1939-04-24,2012-10-29,
"41345",0,1949-06-10,2014-10-02,
"41346",1,1940-07-10,2017-09-11,
"41347",1,1938-12-05,2011-04-06,
"41348",1,1957-01-28,2017-06-18,
"41349",0,1934-01-06,1996-04-12,
"41350",1,1951-03-08,,
"41351",0,1955-10-14,,
"41352",0,1936-06-12,2008-05-10,
"41353",1,1945-01-01,2013-09-14,
"41354",1,1945-05-13,2013-12-21,
"41355",1,1939-01-25,2011-07-31,
"41356",0,1958-09-18,,
"41357",0,1940-06-25,2012-06-07,
"41358",1,1935-11-20,2000-09-03,
"41359",1,1933-12-16,1998-11-17,
"41360",1,1952-03-18,,
"41361",1,1964-08-17,,
"41362",1,1958-08-08,,
"41363",1,1966-03-03,,
"41364",1,1959-09-29,,
"41365",1,1936-09-24,2002-10-31,
"41366",1,1947-09-06,2021-07-28,
"41367",0,1943-04-29,2006-04-28,
"41368",0,1937-05-28,2006-07-08,
"41369",0,1950-11-27,,
"41370",1,1956-05-29,,
"41371",0,1964-02-19,,
"41372",0,1955-11-07,,
"41373",0,1930-09-30,2004-09-07,
"41374",0,1960-09-13,,
"41375",0,1968-08-03,,
"41376",0,1939-07-26,2013-09-19,
"41377",1,1945-09-18,2012-09-13,
"41378",0,1952-11-08,,
"41379",1,1943-09-20,2017-05-12,
"41380",1,1942-04-03,2014-10-25,
"41381",0,1961-09-11,,
"41382",1,1965-12-25,,
"41383",0,1945-11-17,2018-09-28,
"41384",0,1952-07-02,,
"41385",0,1961-08-23,,
"41386",1,1952-12-22,,
"41387",0,1935-11-27,2009-05-11,
"41388",0,1930-02-02,1998-09-24,
"41389",0,1948-10-31,2019-05-14,
"41390",1,1932-04-08,1996-08-03,
"41391",0,1947-02-04,,
"41392",1,1935-06-10,1997-08-12,
"41393",0,1949-12-26,2020-03-31,
"41394",1,1965-01-31,,
"41395",0,1968-05-04,,
"41396",0,1969-03-06,,
"41397",0,1959-07-08,,
"41398",1,1958-05-27,,
"41399",0,1942-12-15,2017-11-18,
"41400",0,1946-03-14,2018-02-10,
"41401",1,1941-11-30,2007-08-31,
"41402",1,1938-05-27,2013-10-15,
"41403",1,1935-01-08,2013-02-11,
"41404",1,1953-01-08,2020-11-14,
"41405",0,1969-03-19,,
"41406",1,1943-05-25,2012-10-14,
"41407",1,1935-07-27,1997-12-09,
"41408",1,1945-03-20,,
"41409",0,1937-09-15,2004-10-11,
"41410",0,1961-06-08,,
"41411",0,1946-03-09,2016-07-14,
"41412",0,1934-03-27,2005-11-29,
"41413",1,1946-07-03,2013-03-21,
"41414",1,1942-02-13,2014-07-28,
"41415",0,1948-10-06,,
"41416",0,1967-05-18,,
"41417",0,1937-03-12,2012-10-02,
"41418",1,1941-05-14,2022-11-15,
"41419",1,1934-08-31,2008-08-26,
"41420",0,1938-05-28,2015-04-29,
"41421",1,1959-12-31,2022-10-17,
"41422",0,1946-07-02,2017-05-25,
"41423",0,1937-09-22,2017-02-26,
"41424",0,1961-04-07,,
"41425",1,1953-03-18,,2020-12-29
"41426",0,1946-09-26,,
"41427",1,1957-11-29,,
"41428",0,1945-01-15,,
"41429",0,1957-11-20,,
"41430",1,1957-12-23,,
"41431",1,1953-07-30,2021-02-19,
"41432",0,1930-07-24,2003-12-08,
"41433",0,1933-01-23,1998-12-21,
"41434",1,1930-10-03,2004-09-27,
"41435",0,1957-01-06,,
"41436",0,1954-06-02,,
"41437",0,1954-03-20,,
"41438",0,1969-08-24,,
"41439",0,1965-09-07,,
"41440",0,1961-08-30,,
"41441",1,1959-06-07,,
"41442",0,1966-07-04,,
"41443",1,1936-03-13,1997-10-08,
"41444",1,1944-12-13,2019-04-29,
"41445",0,1959-11-06,,
"41446",1,1939-10-19,2003-12-12,
"41447",1,1951-05-02,,
"41448",1,1943-06-05,,
"41449",0,1940-11-25,2013-02-23,
"41450",0,1932-12-20,2011-07-04,
"41451",1,1959-06-15,,
"41452",1,1944-12-28,2010-12-21,
"41453",0,1933-12-27,2002-12-01,
"41454",0,1935-05-23,2007-02-21,
"41455",1,1936-04-23,1997-05-15,
"41456",1,1955-05-09,,
"41457",0,1944-05-08,2013-03-28,
"41458",0,1943-11-30,2016-01-15,
"41459",0,1943-01-11,2016-12-19,
"41460",0,1936-07-14,2013-03-26,
"41461",0,1930-09-30,1996-08-29,
"41462",1,1954-04-12,,
"41463",0,1952-05-31,,
"41464",0,1956-10-11,,
"41465",1,1941-02-23,2009-08-01,
"41466",1,1944-07-24,2018-03-17,
"41467",0,1962-03-24,,
"41468",1,1965-02-18,,
"41469",0,1936-03-12,2008-05-18,
"41470",1,1931-12-03,2007-04-27,
"41471",1,1930-12-31,2008-08-12,
"41472",1,1966-06-08,,
"41473",0,1941-01-30,2009-04-24,
"41474",1,1956-06-23,,
"41475",0,1944-06-23,2006-10-07,
"41476",1,1942-01-30,2009-11-04,
"41477",0,1947-03-28,2021-06-07,
"41478",1,1947-01-04,2019-06-18,
"41479",1,1955-01-25,,
"41480",0,1931-05-26,2000-06-14,
"41481",0,1933-03-21,2008-08-31,
"41482",0,1935-10-28,2010-12-12,
"41483",1,1935-12-06,2004-10-08,
"41484",1,1957-02-06,,
"41485",0,1950-05-03,2021-08-21,
"41486",0,1954-01-27,,
"41487",0,1934-01-12,2001-11-08,
"41488",0,1963-01-11,,
"41489",1,1947-05-07,2022-09-30,
"41490",0,1969-08-03,,
"41491",1,1944-11-06,2018-05-10,
"41492",1,1949-09-19,2019-11-12,
"41493",1,1932-05-11,2004-12-27,
"41494",0,1961-10-23,2021-09-17,
"41495",0,1961-02-19,,
"41496",1,1931-06-08,2000-04-01,
"41497",0,1944-08-08,,
"41498",1,1963-10-09,,
"41499",0,1933-07-19,2009-04-30,
"41500",1,1933-03-24,1997-07-08,
"41501",0,1938-11-28,2007-10-17,
"41502",1,1954-09-05,2020-10-11,
"41503",0,1944-04-10,2015-01-05,
"41504",1,1949-11-16,2020-01-02,
"41505",0,1945-03-25,2008-12-22,
"41506",0,1969-09-26,,
"41507",0,1968-02-27,,
"41508",1,1955-08-31,,
"41509",1,1955-07-08,2016-07-08,
"41510",1,1939-02-21,2007-01-03,
"41511",1,1964-11-25,,
"41512",1,1931-03-05,2005-11-24,
"41513",1,1941-07-31,2019-02-04,
"41514",1,1955-03-08,,
"41515",1,1944-01-08,2018-11-19,
"41516",0,1965-05-17,,
"41517",0,1953-06-24,,
"41518",1,1956-10-16,,
"41519",1,1962-05-02,,
"41520",0,1963-06-01,,
"41521",0,1963-06-19,,
"41522",1,1937-03-01,2008-07-11,
"41523",0,1957-12-01,,
"41524",1,1934-03-11,2001-05-16,
"41525",0,1945-07-21,2017-08-23,
"41526",1,1933-06-13,2005-04-29,
"41527",1,1938-11-08,2001-05-09,
"41528",0,1934-09-13,2001-10-22,
"41529",1,1940-09-28,2009-01-12,
"41530",0,1953-07-13,2018-07-06,
"41531",0,1948-06-13,2011-08-15,
"41532",1,1955-09-11,2021-05-24,
"41533",1,1965-03-28,,
"41534",0,1964-11-15,,
"41535",0,1943-10-14,2010-06-25,
"41536",1,1953-12-08,2013-10-09,
"41537",1,1955-08-23,,
"41538",0,1938-03-11,2018-09-25,
"41539",1,1941-04-01,2014-12-14,
"41540",1,1943-12-24,2013-05-04,
"41541",1,1959-09-11,,
"41542",1,1960-01-11,,
"41543",0,1940-04-15,2016-06-19,
"41544",1,1941-04-23,2003-01-02,
"41545",1,1950-08-03,,
"41546",1,1956-06-15,,
"41547",0,1944-12-12,2017-05-14,
"41548",0,1961-08-20,,
"41549",1,1941-10-11,2018-04-02,
"41550",1,1940-11-28,2009-01-29,
"41551",1,1955-10-16,,
"41552",1,1968-10-08,,
"41553",0,1936-09-09,1996-06-16,
"41554",1,1933-01-25,1995-07-02,
"41555",1,1957-11-13,,
"41556",0,1932-01-01,2003-07-01,
"41557",0,1956-04-19,,
"41558",1,1956-10-16,,
"41559",0,1936-03-02,2004-09-14,
"41560",1,1959-03-25,,
"41561",1,1964-01-17,,
"41562",0,1955-06-27,,
"41563",1,1954-08-04,2019-05-30,
"41564",1,1965-04-22,,
"41565",0,1966-07-22,,
"41566",1,1939-11-20,2011-07-17,
"41567",0,1949-06-09,2012-11-29,
"41568",1,1947-01-02,2016-01-05,
"41569",0,1963-06-05,,
"41570",1,1941-08-10,2009-04-06,
"41571",0,1938-02-22,1998-12-29,
"41572",0,1938-08-05,2007-08-11,
"41573",1,1958-01-25,,
"41574",0,1930-12-30,2006-10-27,
"41575",0,1959-10-23,,
"41576",0,1952-05-23,,
"41577",1,1962-09-15,,
"41578",1,1967-12-30,,
"41579",1,1936-12-13,2006-09-17,
"41580",1,1964-09-14,,
"41581",1,1952-11-07,2018-07-05,
"41582",0,1930-12-23,2000-05-13,
"41583",0,1937-02-21,2012-01-01,
"41584",1,1958-05-03,,
"41585",0,1962-12-21,,
"41586",1,1964-06-11,,
"41587",0,1961-08-04,,
"41588",1,1949-11-25,2018-01-11,
"41589",1,1950-09-06,2009-10-09,
"41590",1,1969-05-01,,
"41591",0,1933-12-10,2002-12-26,
"41592",1,1961-05-18,,
"41593",1,1969-08-16,,
"41594",0,1940-03-31,2015-10-24,
"41595",0,1957-02-01,,
"41596",1,1935-01-31,2006-06-30,
"41597",1,1952-01-04,2014-08-21,
"41598",0,1950-11-05,,
"41599",0,1948-10-19,2021-03-28,
"41600",0,1947-03-02,2011-12-21,
"41601",0,1934-12-30,2015-07-01,
"41602",1,1941-01-04,2013-09-20,
"41603",0,1932-06-30,2000-12-02,
"41604",1,1969-11-21,,
"41605",0,1934-09-26,2008-08-11,
"41606",0,1954-08-26,,
"41607",0,1934-03-05,2006-12-04,
"41608",0,1945-05-27,2021-02-17,
"41609",1,1948-06-19,2020-12-28,
"41610",1,1930-08-29,1998-10-28,
"41611",0,1940-06-10,2000-11-23,
"41612",0,1963-08-19,,
"41613",0,1942-02-09,2006-08-11,
"41614",1,1937-06-28,2003-10-22,
"41615",1,1942-09-04,2022-02-13,
"41616",1,1948-08-15,2010-11-27,
"41617",0,1961-02-03,,
"41618",1,1939-01-11,2012-12-27,
"41619",0,1952-11-15,2019-04-01,
"41620",0,1933-09-29,2008-09-29,
"41621",1,1945-02-10,2019-09-28,
"41622",0,1935-01-18,2003-07-24,
"41623",0,1949-12-15,,
"41624",0,1969-05-21,,
"41625",0,1962-01-02,,
"41626",0,1939-03-14,2009-12-15,
"41627",0,1948-04-06,2022-07-19,
"41628",1,1963-01-01,,
"41629",0,1952-12-03,2020-11-18,
"41630",0,1956-03-01,,
"41631",1,1951-04-19,2021-09-01,
"41632",0,1944-10-31,2017-10-07,
"41633",0,1944-02-15,2020-08-25,
"41634",0,1956-11-22,2020-01-31,
"41635",1,1943-03-05,2012-07-09,
"41636",0,1944-06-30,2013-06-02,
"41637",0,1956-01-12,,
"41638",0,1967-06-16,,
"41639",1,1966-04-07,,
"41640",0,1944-01-21,2019-03-06,
"41641",1,1934-05-01,2008-07-29,
"41642",0,1942-08-20,2006-01-31,
"41643",0,1963-10-10,,
"41644",0,1934-10-19,2009-08-31,
"41645",1,1951-06-22,,
"41646",1,1962-08-18,,
"41647",1,1962-08-03,,
"41648",1,1937-03-04,2011-10-20,
"41649",0,1931-03-15,2002-10-22,
"41650",0,1949-01-23,2019-08-21,
"41651",0,1931-05-05,2002-01-28,
"41652",0,1963-09-19,,
"41653",0,1930-03-01,1999-03-23,
"41654",0,1949-11-03,2022-10-18,
"41655",0,1937-01-14,,1999-06-20
"41656",0,1950-03-14,,
"41657",0,1942-11-07,2015-02-14,
"41658",0,1940-10-29,2016-08-11,
"41659",0,1936-08-13,2017-05-10,
"41660",1,1933-07-13,2009-03-20,
"41661",0,1930-03-01,2011-11-15,
"41662",0,1959-09-18,,
"41663",0,1945-07-01,2019-05-29,
"41664",1,1957-04-08,,
"41665",1,1960-09-04,,2022-06-24
"41666",0,1952-01-09,,
"41667",0,1946-05-25,2019-05-21,
"41668",0,1940-07-04,2014-05-04,
"41669",0,1960-07-19,,
"41670",0,1935-01-01,2010-08-10,
"41671",0,1931-06-03,2009-01-30,
"41672",0,1937-07-06,2006-12-05,
"41673",0,1932-10-11,2000-10-15,
"41674",1,1959-09-30,2020-06-03,
"41675",0,1937-06-11,2009-03-12,
"41676",1,1954-11-29,2018-11-20,
"41677",0,1958-02-26,,
"41678",1,1969-02-28,,
"41679",0,1966-01-14,,
"41680",0,1941-10-15,2012-04-03,
"41681",0,1936-12-17,2007-05-14,
"41682",0,1967-09-07,,
"41683",1,1944-06-07,2012-05-27,
"41684",1,1931-02-08,2004-07-28,
"41685",0,1942-04-07,2013-09-04,
"41686",0,1933-07-27,2008-11-14,
"41687",0,1959-07-18,,
"41688",1,1939-12-17,2013-11-06,
"41689",0,1968-07-31,,
"41690",0,1965-01-31,,
"41691",1,1935-09-08,2016-02-10,
"41692",0,1945-06-14,2016-02-06,
"41693",1,1966-11-05,,
"41694",0,1967-04-15,,
"41695",0,1943-02-25,2013-12-18,
"41696",1,1963-12-22,,
"41697",0,1959-12-11,,
"41698",0,1962-05-16,,
"41699",1,1931-06-30,1999-03-26,
"41700",1,1956-04-13,,
"41701",0,1948-05-10,2017-10-23,
"41702",1,1954-09-30,,
"41703",0,1940-02-24,2015-10-05,
"41704",1,1947-06-15,2016-10-06,
"41705",1,1939-03-17,2011-02-12,
"41706",0,1967-07-06,,
"41707",1,1955-08-11,,
"41708",0,1932-02-16,2004-06-22,
"41709",0,1944-09-03,2012-01-18,
"41710",0,1942-12-07,2020-01-24,
"41711",1,1966-05-11,,
"41712",0,1932-06-02,2012-03-14,
"41713",0,1956-03-13,,
"41714",0,1961-07-10,,
"41715",0,1963-01-01,,
"41716",0,1961-08-06,,
"41717",1,1960-09-10,,
"41718",0,1956-05-15,,
"41719",0,1953-05-24,,
"41720",0,1944-02-10,2018-07-24,
"41721",0,1953-04-09,2018-12-17,
"41722",1,1956-09-24,,
"41723",1,1950-07-17,2014-08-29,
"41724",0,1938-07-26,2012-09-10,
"41725",0,1937-12-07,2016-10-16,
"41726",0,1954-06-05,2017-02-06,
"41727",1,1957-03-10,2018-07-05,
"41728",0,1951-05-31,2022-09-28,
"41729",0,1949-08-08,,
"41730",0,1950-07-27,2022-08-12,
"41731",0,1952-10-03,,
"41732",0,1962-07-13,,
"41733",1,1958-02-21,,
"41734",1,1954-03-12,,
"41735",1,1941-11-12,2009-01-08,
"41736",0,1947-09-29,2018-06-12,
"41737",0,1965-06-09,,
"41738",1,1964-10-10,,
"41739",0,1968-04-04,,
"41740",0,1968-07-23,,
"41741",1,1934-10-21,2010-07-14,
"41742",1,1955-01-23,,
"41743",0,1959-03-30,,
"41744",1,1950-11-22,2021-02-12,
"41745",0,1937-09-24,2018-09-20,
"41746",0,1935-03-16,2013-03-21,
"41747",0,1958-07-24,,
"41748",1,1945-06-08,2013-10-19,
"41749",0,1938-05-30,2006-04-23,
"41750",0,1969-12-04,,
"41751",1,1950-04-26,2021-06-24,
"41752",1,1950-04-12,,
"41753",1,1957-06-23,,
"41754",1,1967-07-24,,
"41755",1,1941-03-30,2013-07-22,
"41756",0,1931-05-02,1996-05-09,
"41757",1,1941-02-08,2007-06-10,
"41758",1,1964-07-31,,
"41759",1,1946-01-31,2015-05-17,
"41760",0,1948-01-29,2011-06-25,
"41761",1,1944-02-20,2004-10-30,
"41762",0,1941-01-18,2018-11-07,
"41763",0,1954-10-06,,
"41764",0,1956-03-30,,
"41765",1,1948-01-23,,
"41766",0,1969-12-28,,
"41767",0,1960-06-05,,
"41768",0,1945-07-31,2008-01-04,
"41769",0,1951-01-01,2021-11-28,
"41770",1,1957-08-05,2021-12-16,
"41771",1,1964-05-05,,
"41772",0,1931-03-26,2001-01-04,
"41773",0,1943-10-22,2008-01-14,
"41774",0,1960-04-17,,
"41775",1,1947-01-09,2018-04-02,
"41776",1,1962-04-18,,
"41777",1,1937-12-24,2013-05-01,
"41778",1,1960-12-03,,
"41779",1,1948-04-07,2018-04-28,
"41780",0,1956-06-02,,
"41781",0,1968-11-24,,
"41782",0,1965-02-07,,
"41783",1,1962-12-09,,
"41784",0,1950-06-02,2013-03-26,
"41785",0,1945-08-21,2019-02-10,
"41786",1,1952-08-23,2010-07-19,
"41787",0,1938-05-28,2011-08-31,
"41788",0,1952-01-06,2020-08-12,
"41789",0,1963-06-29,,
"41790",0,1963-01-20,,
"41791",1,1950-12-14,,
"41792",0,1966-11-18,,
"41793",0,1968-09-05,,
"41794",0,1959-07-01,,
"41795",1,1960-03-22,,
"41796",1,1954-09-08,,
"41797",0,1949-06-19,,
"41798",0,1963-02-02,,
"41799",0,1952-01-11,2021-07-18,
"41800",1,1942-12-20,2018-03-29,
"41801",1,1969-04-13,,
"41802",1,1942-08-27,2011-06-25,
"41803",0,1946-12-09,2015-04-02,
"41804",1,1934-09-28,2004-03-24,
"41805",0,1952-02-08,2020-10-28,
"41806",1,1969-02-08,,
"41807",1,1939-06-06,2020-06-28,
"41808",1,1951-05-24,2013-09-09,
"41809",0,1952-07-27,2020-03-30,
"41810",0,1963-01-08,,
"41811",0,1964-06-25,,
"41812",0,1935-06-16,2021-02-03,
"41813",0,1946-09-11,2011-10-31,
"41814",0,1963-02-13,,
"41815",1,1960-01-23,,
"41816",1,1963-09-14,,
"41817",0,1962-02-08,,
"41818",1,1949-09-12,,
"41819",0,1933-08-06,2000-08-25,
"41820",0,1935-12-21,2009-12-02,
"41821",0,1963-01-07,,
"41822",1,1968-08-27,,
"41823",1,1954-04-04,2018-06-22,
"41824",1,1943-02-26,2012-04-23,
"41825",1,1944-05-22,2011-02-13,
"41826",0,1949-08-04,2022-07-31,
"41827",0,1953-08-14,2021-01-30,
"41828",0,1932-11-21,2009-04-11,
"41829",0,1967-10-23,,
"41830",0,1951-05-08,,
"41831",1,1950-02-15,,
"41832",0,1957-09-08,,
"41833",1,1939-11-01,2015-10-06,
"41834",1,1949-02-23,2019-09-17,
"41835",0,1958-10-04,,
"41836",0,1931-03-02,2001-08-10,
"41837",0,1930-08-04,2002-08-11,
"41838",1,1965-07-17,,
"41839",1,1967-05-21,,
"41840",1,1940-05-18,2009-07-03,
"41841",0,1942-09-07,2013-04-09,
"41842",1,1935-01-22,2004-09-24,
"41843",0,1944-03-14,2019-03-29,
"41844",0,1940-04-24,2022-07-31,
"41845",0,1936-04-30,2007-01-06,
"41846",0,1958-07-18,2021-10-30,
"41847",1,1959-02-20,,
"41848",0,1935-08-04,2000-12-13,
"41849",1,1946-01-08,2009-12-06,
"41850",1,1955-09-21,2008-10-30,
"41851",0,1940-04-10,2014-03-31,
"41852",1,1944-08-21,2008-01-11,
"41853",0,1939-06-07,2018-02-11,
"41854",1,1963-06-21,,
"41855",1,1960-06-29,,
"41856",1,1958-01-16,,
"41857",0,1963-01-30,,
"41858",1,1964-10-18,,
"41859",1,1952-02-20,2020-04-14,
"41860",0,1955-03-12,,
"41861",0,1931-03-10,2002-04-11,
"41862",0,1942-10-17,2020-09-18,
"41863",1,1957-03-11,,
"41864",0,1959-01-29,,
"41865",1,1961-12-29,,
"41866",1,1932-09-02,2008-01-13,
"41867",1,1944-03-07,2017-08-01,
"41868",1,1963-04-10,,
"41869",1,1932-06-27,,2000-03-08
"41870",1,1961-10-07,,
"41871",1,1935-03-09,2009-07-05,
"41872",0,1969-03-18,,
"41873",0,1950-06-01,,
"41874",1,1948-06-09,2012-07-16,
"41875",0,1962-06-20,,
"41876",0,1965-10-27,,
"41877",0,1938-04-17,2011-03-10,
"41878",0,1960-07-17,,
"41879",0,1968-12-12,,
"41880",0,1930-03-26,2007-02-28,
"41881",0,1931-10-26,2003-11-13,
"41882",0,1958-11-15,,
"41883",0,1933-10-20,1996-05-12,
"41884",0,1949-08-03,2021-01-21,
"41885",0,1940-03-12,2007-08-12,
"41886",0,1930-11-09,2001-01-13,
"41887",0,1941-09-06,2013-06-16,
"41888",0,1956-09-07,,
"41889",0,1944-06-29,2005-06-04,
"41890",0,1944-11-04,2019-04-20,
"41891",0,1940-03-06,2018-02-28,
"41892",0,1938-06-14,2022-04-26,
"41893",0,1943-10-11,2007-05-27,
"41894",1,1969-05-15,,
"41895",1,1968-04-01,,
"41896",1,1969-08-01,,
"41897",0,1955-10-05,,
"41898",1,1955-12-31,,
"41899",0,1951-07-24,2012-03-26,
"41900",1,1964-01-06,,
"41901",0,1958-06-26,,
"41902",1,1934-03-31,2007-05-29,
"41903",1,1955-12-09,2019-09-25,
"41904",1,1965-05-18,,
"41905",0,1933-07-11,2006-07-30,
"41906",0,1965-09-27,,
"41907",1,1957-03-07,,
"41908",1,1948-02-20,,
"41909",1,1954-01-14,2016-04-09,
"41910",1,1939-04-26,2015-10-19,
"41911",1,1953-04-07,,
"41912",1,1938-05-26,2009-06-14,
"41913",0,1959-12-15,2022-04-30,
"41914",1,1955-10-28,,
"41915",0,1955-05-07,,
"41916",1,1956-02-16,,
"41917",0,1930-10-15,2005-02-25,
"41918",0,1946-06-23,2011-10-30,
"41919",0,1963-10-15,,
"41920",0,1935-08-05,1997-12-27,
"41921",0,1934-08-31,2014-10-13,
"41922",1,1960-02-16,,
"41923",1,1969-02-12,,
"41924",0,1964-10-08,2021-05-27,
"41925",1,1953-06-17,,
"41926",0,1968-06-25,,
"41927",0,1969-05-10,,
"41928",1,1930-07-14,2009-07-27,
"41929",0,1964-10-21,,
"41930",1,1949-10-15,2018-09-04,
"41931",0,1939-12-10,2020-04-03,
"41932",0,1953-07-19,,
"41933",0,1936-10-28,2011-01-27,
"41934",1,1943-10-13,2012-11-08,
"41935",1,1966-06-01,,
"41936",1,1962-07-15,2022-06-30,
"41937",0,1940-10-24,2013-02-05,
"41938",1,1969-11-28,,
"41939",1,1963-05-29,,
"41940",1,1932-08-29,2004-10-23,
"41941",0,1940-04-05,2011-04-19,
"41942",1,1968-10-21,,
"41943",1,1961-11-17,,
"41944",1,1944-02-09,2009-01-08,
"41945",0,1955-06-19,,
"41946",0,1949-11-15,2020-08-07,
"41947",0,1930-08-10,2005-12-30,
"41948",1,1961-12-29,,
"41949",1,1962-02-03,,
"41950",1,1965-09-26,,
"41951",1,1961-09-09,,
"41952",0,1936-02-22,2004-10-29,
"41953",1,1955-05-12,,
"41954",1,1932-07-22,2014-09-21,
"41955",1,1935-06-28,2012-08-02,
"41956",0,1955-06-20,,
"41957",1,1940-07-17,2013-10-14,
"41958",0,1946-07-20,,
"41959",0,1945-03-23,,2010-06-20
"41960",0,1954-07-18,,
"41961",0,1952-06-24,2020-01-29,
"41962",0,1940-10-22,2019-10-20,
"41963",0,1962-11-14,,
"41964",0,1932-06-27,2002-10-24,
"41965",0,1959-08-14,,
"41966",0,1949-08-14,,
"41967",1,1931-03-25,1998-11-22,
"41968",1,1948-02-07,2021-06-24,
"41969",1,1944-10-02,2012-04-04,
"41970",0,1964-09-10,,
"41971",0,1936-01-31,2011-09-19,
"41972",0,1932-01-31,2002-12-27,
"41973",1,1949-12-08,2012-03-24,
"41974",0,1965-10-10,,
"41975",1,1952-07-31,2018-03-19,
"41976",1,1962-07-11,,
"41977",0,1932-11-06,2015-02-18,
"41978",1,1948-10-14,,
"41979",1,1949-07-27,2019-06-06,
"41980",1,1967-05-04,,
"41981",1,1955-05-20,,
"41982",1,1930-07-27,2009-01-02,
"41983",1,1938-05-29,2010-05-01,
"41984",1,1943-01-18,2016-01-02,
"41985",1,1940-05-25,2009-09-13,
"41986",0,1956-08-09,2019-11-24,
"41987",0,1952-10-28,,
"41988",1,1954-06-23,2022-10-01,
"41989",0,1963-01-10,,
"41990",1,1960-06-21,,
"41991",0,1942-12-18,2012-05-10,
"41992",1,1941-08-14,2013-07-05,
"41993",0,1943-09-14,2007-05-10,
"41994",1,1948-01-15,2015-04-09,
"41995",0,1931-07-14,2008-06-06,
"41996",0,1943-09-21,2007-12-19,
"41997",0,1958-08-26,,
"41998",1,1939-04-24,2007-01-27,
"41999",1,1959-08-12,,
"42000",1,1962-09-18,,
"42001",0,1953-07-24,,2016-04-18
"42002",1,1951-03-02,2022-03-24,
